tenure,MonthlyCharges,ExtraCharges,SeniorCitizen_Yes,Partner_Yes,Dependents_Yes,PhoneService_No,PhoneService_OneLine,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
-1.2693053259321745,-0.3293509478363893,-0.0054078415616501405,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,Yes
-0.8631067041736139,0.016722238099820014,0.09453224468700532,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,No
-0.984966290701182,0.8519565618497091,0.3190245279768989,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,No
0.7616877828606284,-0.28276417280651506,0.5211421650917151,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,No
-0.05070946065649273,1.3211519389363002,-0.4417134419755609,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,No
-1.1880656015804623,-0.2944108665639837,-0.19708397712810274,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,No
-1.1880656015804623,-0.667105066802978,-0.17098022325718565,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No
1.2491261289709013,1.334462446087693,-0.9414138732188433,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,No
-0.5381478067667654,-0.4840855934713289,-0.623693897532815,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
-1.2286854637563185,-1.1845510323133677,-0.20454219251979402,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No
1.0054069559157648,1.3394538862694654,-0.9801965932556407,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,No
-0.9037265663494699,-0.3642910291087949,-0.24407073409575517,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,No
0.07115012587107544,1.5025075988740253,-2.182460914396187,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,Yes
0.8429275072123406,0.16812925694691142,-0.12548510936787446,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,No
-1.1474457394046063,-1.4873650700075505,-0.1784384386488762,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,No
0.3961090232779239,0.9917168869393321,-0.6483060083253942,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,No
-0.944346428525326,0.7188514903357826,-0.09117731856609414,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,No
-1.2693053259321745,0.3561401704603324,-0.0054078415616501405,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Yes
-0.7412471176460457,0.7205153037297065,-0.41188058040879777,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,Yes
-1.2693053259321745,-1.3093370368576738,-0.0054078415616501405,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Yes
1.2897459911467573,0.9850616333636357,0.7314638391373939,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,No
-0.253808771535773,0.8852328297281908,-0.31417795877764576,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,Yes
1.6147048885536057,1.6705527516603575,0.7217681591282282,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,No
-0.5381478067667654,-1.4973479503710951,-0.23213758946904975,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,No
-0.9037265663494699,1.3228157523302246,0.5532124912759901,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,Yes
1.4928453020260375,1.7088204597206116,2.662395804046148,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,No
-0.8224868419977578,1.2213231353008551,0.029645770779298572,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,Yes
1.127266542443333,-0.10972757983841039,1.2654720611824566,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,No
-0.010089598480636671,-1.4673993092804616,-0.05090295545096493,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,No
1.4116055776743255,1.4991799720861771,-0.08670238933109052,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,No
0.7210679206847724,-0.8384778463771584,0.7232598022065345,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,No
-1.2693053259321745,-1.4707269360683097,-0.0054078415616501405,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,No
0.5992083341572042,1.6239659766304835,-0.21945862330318103,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,No
-1.0662060150528943,-1.47904600303793,0.031137413857634945,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,No
-1.1068258772287503,0.34948491688463645,0.24667983867749796,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,No
-1.2693053259321745,1.1847192406345255,-0.0054078415616501405,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,Yes
-0.7006272554701897,-1.4840374432197025,-0.25078312794827673,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,No
1.5334651642018935,-1.5006755771589433,1.3900242582236946,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,No
1.5740850263777497,-1.4823736298257784,-0.5647739959384622,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,No
0.9647870937399088,1.2828842308760466,1.4049406890070797,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,No
1.6147048885536057,-1.2710693287974197,0.1452481093505057,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,No
1.2897459911467573,1.3511005800269338,1.2982882089058934,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,No
0.5179686098054921,1.1664172933013608,2.1999864497613193,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,No
0.23362957457449968,-1.475718376250082,-0.4282886542705178,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,No
0.477348747629636,1.5025075988740253,0.4294061157739306,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,No
-0.984966290701182,0.5142024428831202,0.5688747435985401,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Yes
-1.2286854637563185,0.5291767634284371,0.33767006645612585,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Yes
1.3303658533226133,-0.6454754926819649,-0.11429778628033828,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,No
1.5740850263777497,-0.4108778041386694,0.7665174514783526,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,No
-1.1068258772287503,0.8552841886375571,-0.26271627257498215,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,No
-0.984966290701182,0.9135176574249,-0.10758539242781251,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,Yes
-1.3099251881080305,-1.294362716312357,0.37869025111042515,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,No
-1.1880656015804623,0.825335547546924,-0.42157626041799634,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,Yes
-1.0662060150528943,0.7088686099722381,-0.0218159154233702,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,No
-0.7818669798219018,1.0715799298476878,-0.3559439649711169,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,No
-1.1880656015804623,-0.31770425407892067,-0.1642678294046639,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,Yes
1.4522254398501815,0.40272694549020693,0.20715129710153715,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,No
0.9241672315640527,0.6938942894269213,0.15718125397720348,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No
-0.5787676689426214,0.6839114090633769,0.29739570334099497,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,Yes
-0.13194918500820485,-0.20290112989815914,0.3078372048893661,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No
0.8429275072123406,-0.6105354114095592,1.3810743997536707,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,No
-0.21318890935991697,0.9950445137271802,2.5564891454841336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,Yes
1.6147048885536057,1.474222771177316,0.45103494040981756,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,No
-1.1474457394046063,0.442658466944385,-0.09863553395778492,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
0.6398281963330603,-0.643811679288041,-0.44395090659306274,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,Yes
-1.0662060150528943,0.8186802939712275,-0.7281089130164867,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,No
-1.025586152877038,0.30622576864261,-0.09043149702692405,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Yes
0.9241672315640527,0.6805837822755285,-1.1920099103796562,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,No
0.1117699880469315,0.725506743911479,0.04456220156267674,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,Yes
-1.0662060150528943,-1.3060094100698256,0.008016946143393777,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,No
0.8023076450364846,0.5175300696709687,1.8919621540844822,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,No
1.6147048885536057,0.3578039838542569,0.7620425222433287,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,No
1.4928453020260375,1.154770599543892,0.013983518456748608,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,No
-0.8224868419977578,-1.1795595921315953,-0.6214564329153082,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes
-1.2693053259321745,-0.7236747221963968,-0.0054078415616501405,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Yes
1.0460268180916208,-1.3409494913422313,0.16687693398640285,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,No
-0.7006272554701897,1.1664172933013608,1.0573878517542865,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,No
-1.2693053259321745,-1.5106584575224877,-0.0054078415616501405,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,No
-1.2693053259321745,-1.0331440134662762,-0.0054078415616501405,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,No
-1.0662060150528943,-1.495684136977171,-0.07551506624354333,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,No
-0.33504849588748514,-1.472390749462234,-0.1068395708886441,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,No
-1.1880656015804623,-0.6388202391062685,0.07439506312944072,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No
-1.2693053259321745,-1.296026529706281,-0.0054078415616501405,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Yes
0.27424943675035574,0.5574615911251468,0.5785704236077328,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,No
-1.2693053259321745,-0.34432526838170613,-0.0054078415616501405,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No
1.208506266795045,1.0466227289388266,0.9067319008421407,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,No
1.5334651642018935,-0.4924046604409493,-1.7849380340190735,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,No
1.5740850263777497,1.19470212099807,-0.3827935403812065,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,No
-1.2693053259321745,-1.5006755771589433,-0.0054078415616501405,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,No
-0.8224868419977578,0.6606180215484396,-1.4537932706280003,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,Yes
0.5585884719813482,1.0316484083935102,3.937004814486087,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,No
0.3961090232779239,0.10157672118994812,0.5740954943727223,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,No
-1.2286854637563185,-0.26446222547334997,-0.0031703769441430345,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes
0.6804480585089163,0.6606180215484396,-3.4928693587162623,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,No
1.167886404619189,0.9800701931818633,-1.5239004953098827,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,Yes
-0.13194918500820485,0.9833978199697118,-1.8580285448576446,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,No
0.7210679206847724,-1.4906926967953986,-0.7422795222607008,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,No
0.1117699880469315,1.474222771177316,3.160604592211087,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,No
-0.4569080824150533,0.9867254467575597,-0.48198780509069183,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,No
-1.0662060150528943,-0.3260233210485411,0.38241935880627054,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,No
-1.1474457394046063,-1.4840374432197025,0.04083309386683262,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,No
0.6398281963330603,-1.5006755771589433,-0.8265573561868063,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,No
1.3709857154984693,1.1780639870588292,4.001145466854631,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,Yes
1.6147048885536057,-1.3193199172212182,0.7284805529807236,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,No
1.4116055776743255,-1.3243113574029906,-1.220351128868079,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,No
-1.0662060150528943,0.31454483561223034,0.08856567237365388,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,No
1.4522254398501815,-1.499011763765019,1.6182456492094321,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,No
-1.1474457394046063,-0.4558007657746195,0.04754548771935416,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,No
1.6147048885536057,-1.312664663645522,-0.4088972942521208,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,No
1.086646680267477,1.5540858140856717,-0.7497377376523849,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,No
0.5992083341572042,1.4209807425717451,1.0909498210168949,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,Yes
-1.025586152877038,0.1514911230076706,-0.1075853924278142,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No
-0.5787676689426214,0.3578039838542569,0.34065335261280283,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,No
0.8429275072123406,1.3511005800269338,-0.03449488158924148,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,No
-1.2693053259321745,0.3278553427636232,-0.0054078415616501405,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Yes
0.07115012587107544,-0.1263657137776512,-0.9794507717164689,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,No
-0.6193875311184776,1.2362974558461721,0.32051617105523905,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,No
0.477348747629636,-1.4657354958865374,0.28695420179262715,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,No
-0.7412471176460457,-0.4624560193503159,0.02815412770095838,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,Yes
-0.5381478067667654,-0.6571221864394335,-0.20603383559813285,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No
-0.7818669798219018,-1.314328477039446,0.06768266927692003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No
-0.944346428525326,0.5491425241555263,0.8015710638192929,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,No
-0.33504849588748514,-1.4807098164318544,-0.40442236501710616,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,No
1.208506266795045,-0.3293509478363893,0.4547640481056698,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,No
0.9241672315640527,0.3694506776117253,1.4564023752097432,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,No
-0.13194918500820485,-1.4857012566136265,0.28247927255761335,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,No
1.5334651642018935,1.0033635806968004,3.32170204467161,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,No
-0.5787676689426214,-1.3609152520693204,-0.050157133911794834,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,No
-0.6600073932943336,0.33617440973324364,-0.9995879532740327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,No
0.5585884719813482,-1.4840374432197025,-0.3082113864642969,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,No
-0.5787676689426214,0.6972219162147693,0.9000195069896115,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,No
-1.1068258772287503,0.15648256318944254,-0.08222746009606487,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,No
1.2897459911467573,1.3111690585727558,-0.8056743530900657,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,No
1.6147048885536057,0.9101900306370521,-2.2369058867555376,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,No
-1.0662060150528943,0.5374958303980575,-0.4185929742613184,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,No
-1.1068258772287503,-1.4507611753412208,0.12287346317543123,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,Yes
